product_name,product_description,series,manufacturer,category,tab_category,price,specification,sculptor,cooperation,image1,image2,image3,image4
figma NH-02-,"NH-02- from the new illustration series ""Hito Kaiki"" published online by illustrator neco has been transformed into a figma action figure.",Hito Kaiki,Max Factory,figma,Figma,"¥11,800",Painted plastic non-scale articulated figure with stand included. Approximately 150mm in height.,"Masato Ohata, Max Factory (Jun Yamaoka)",Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230531/14440/115941/large/a544a9c7d425099a8756ba42815612f8.jpg,//images.goodsmile.info/cgm/images/product/20230531/14440/115942/large/abe83ffaa51ef18e5051f9c53b010b13.jpg,//images.goodsmile.info/cgm/images/product/20230531/14440/115943/large/26ef46d5ee4a66280b4506940e5a6127.jpg,//images.goodsmile.info/cgm/images/product/20230531/14440/115944/large/390414445b2823019d870f16746d4cb3.jpg
figma Gawr Gura,"From the popular virtual YouTuber group ""hololive production"" comes a figma of hololive English member Gawr Gura!",hololive production,Max Factory,figma,Figma,"¥10,800",Painted plastic non-scale articulated figure with stand included. Approximately 135mm in height.,Max Factory (Koudzuki),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20231019/15103/122364/large/5e66a42b9e309acb73a895bd2d3e0531.jpg,//images.goodsmile.info/cgm/images/product/20231019/15103/122365/large/36ffd4a9b8e3ab42e6e4130869d37115.jpg,//images.goodsmile.info/cgm/images/product/20231019/15103/122366/large/6b16bb8a00694cfedf4a778c764c3040.jpg,//images.goodsmile.info/cgm/images/product/20231019/15103/122367/large/dca6e374d313cad812c031d08b607aba.jpg
figma SAMURAI,"From illustrator neco's ""FALSLANDER"" series of illustrations comes a figma of SAMURAI.",FALSLANDER,Max Factory,figma,Figma,"¥11,000",Painted plastic non-scale articulated figure with stand included. Approximately 150mm in height.,Max Factory (Yamaoka),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20231221/15365/124875/large/06ff01c0131d2aff89d0e205ed5e717b.jpg,//images.goodsmile.info/cgm/images/product/20231221/15365/124876/large/058707e85913db65ae2d1df5597235cd.jpg,//images.goodsmile.info/cgm/images/product/20231221/15365/124877/large/707cf13093ab8c245fe6ad20f03ed0f5.jpg,//images.goodsmile.info/cgm/images/product/20231221/15365/124878/large/4cfcf6ec3fdf452d2f406588727db5dd.jpg
figma E.M.M.I.,"From the Nintendo Switch game ""METROID DREAD"" comes a figma action figure of one of the E.M.M.I.! A flexible plastic is used in important areas. Its extending limbs have been preserved in figure form.",METROID DREAD,Good Smile Company,figma,Figma,"¥16,800",Painted plastic non-scale articulated figure with stand included. Approximately 215mm in height.,"mffp Co., Ltd./Max Factory (Naoki Sato)",Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230704/14612/117736/large/17bd3b3fe924d33aff3a69b97d1f9c82.jpg,//images.goodsmile.info/cgm/images/product/20230704/14612/117737/large/9f3bd19291704af63ab99dd614e5466b.jpg,//images.goodsmile.info/cgm/images/product/20230704/14612/117738/large/6297016c739b8c2b55c96336c04cd452.jpg,//images.goodsmile.info/cgm/images/product/20230704/14612/117739/large/126d210522c2a983f75f36091a012b87.jpg
figma Armed JK: Variant C,From the military high school girl series “Little Armory” comes unnamed armed JK characters based on the figma Styles format!,Little Armory x figma Styles,TOMYTEC,figma,Figma,"¥7,700",Painted plastic non-scale articulated figure with stand included. Approximately 135mm in height.,Dragoncraft,Max Factory,//images.goodsmile.info/cgm/images/product/20230622/14554/117083/large/2a0d4b42950bcee8be3b561d35e9d189.jpg,//images.goodsmile.info/cgm/images/product/20230622/14554/117084/large/c01af1be8721d29afc83ef84cd15cf9f.jpg,//images.goodsmile.info/cgm/images/product/20230622/14554/117085/large/cfb30e990443067c77d84ac3ea5a8777.jpg,//images.goodsmile.info/cgm/images/product/20230622/14554/117086/large/7e848f829f17d5fa471776e8d8b34761.jpg
figma Arcueid Brunestud,"From the popular game ""TSUKIHIME -A piece of blue glass moon-"" comes a figma of Arcueid Brunestud!",TSUKIHIME -A piece of blue glass moon-,Max Factory,figma,Figma,"¥9,800",Painted plastic non-scale articulated figure with stand included. Approximately 150mm in height.,Masu,Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230721/14693/118514/large/506f3572e392336914c228d93862b6a5.jpg,//images.goodsmile.info/cgm/images/product/20230721/14693/118515/large/aade3a8b7dead7aba12be4f961c32362.jpg,//images.goodsmile.info/cgm/images/product/20230721/14693/118516/large/13b98887eaf5eead8375ca2f57775639.jpg,//images.goodsmile.info/cgm/images/product/20230721/14693/118517/large/3f7b4107f5fe31a1895482afa6977a8f.jpg
figma Schwi,"From ""No Game No Life -Zero-"" Comes a figma of the Ex-Machina Schwi!",No Game No Life -Zero-,Max Factory,figma,Figma,"¥12,800",Painted plastic non-scale articulated figure with stand included. Approximately 125mm in height.,"Maoji, Max Factory (Shinji Koshinuma)",Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230424/14303/114648/large/b18526e955bde328c2bb34fde7649d83.jpg,//images.goodsmile.info/cgm/images/product/20230424/14303/114649/large/1d8d89d5b91585705e59d49530ccd49b.jpg,//images.goodsmile.info/cgm/images/product/20230424/14303/114650/large/a1438c15157f002da2075294778965f9.jpg,//images.goodsmile.info/cgm/images/product/20230424/14303/114651/large/9e9b629b2e8e6403fc5847e9f1dc83e6.jpg
figma Sophia F. Shirring: Bikini Armor ver.,"From illustrator Nadare Takamine’s original work ""BUNNY SUIT PLANNING"" comes a figma action figure of Sophia F. Shirring in bikini armor!",BUNNY SUIT PLANNING,Max Factory,figma,Figma,"¥12,800",Painted plastic non-scale articulated figure with stand included. Approximately 170mm in height (150mm in height to top of head).,Max Factory (Jun Yamaoka)/PINPOINT,Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230126/13881/110758/large/3c43cba93a10884cc52c63850b1e89dc.jpg,//images.goodsmile.info/cgm/images/product/20230126/13881/110759/large/db0dcad010b17cbbb43ae49c4bbd8fa2.jpg,//images.goodsmile.info/cgm/images/product/20230126/13881/110760/large/b17a589746afe15cc95090710fb2c424.jpg,//images.goodsmile.info/cgm/images/product/20230126/13881/110761/large/11f54c71b6fbe701cbcdf6de9c7e452e.jpg
figma Rei Takanashi [Sokyu],"From ""Alice Gear Aegis"" comes the sixth figma from the game, this time featuring Rei Takanashi [Sokyu] in her Ace armor suit!",Alice Gear Aegis,Max Factory,figma,Figma,"¥16,000",Painted plastic non-scale articulated figure with stand included. Approximately 140mm in height.,"Max Factory (SF345, Seiichi Matsumiya), Toyhouse Co.,Ltd.",Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230525/14420/115762/large/7e1048ce7b04aa49d97a3a4e8ee23ae8.jpg,//images.goodsmile.info/cgm/images/product/20230525/14420/115763/large/1f44720337d927b764af15446a58a7fb.jpg,//images.goodsmile.info/cgm/images/product/20230525/14420/115764/large/571909f5abd3eb646ff9b45d900480e6.jpg,//images.goodsmile.info/cgm/images/product/20230525/14420/115765/large/85565ed09ac810d9cebb88b044b6e662.jpg
figma Armed JK: Variant B,From the military high school girl series “Little Armory” comes unnamed armed JK characters based on the figma Styles format!,Little Armory x figma Styles,TOMYTEC,figma,Figma,"¥7,700",Painted plastic non-scale articulated figure with stand included. Approximately 135mm in height.,Dragoncraft,Max Factory,//images.goodsmile.info/cgm/images/product/20230622/14553/117069/large/da9af6f24e092fcc6e5ad52b5ce861a8.jpg,//images.goodsmile.info/cgm/images/product/20230622/14553/117070/large/b6ef3179213eb959560be8a0cc701719.jpg,//images.goodsmile.info/cgm/images/product/20230622/14553/117071/large/813347484bf9a9f72f22d5ac6d8c5c9d.jpg,//images.goodsmile.info/cgm/images/product/20230622/14553/117072/large/6fb6994eac30c57ee90ceaff5dbea5ce.jpg
figma Female Body (Mika) with Mini Skirt Chinese Dress Outfit (White),"The figma Styles character Mika, now wearing a refreshing Chinese dress outfit featuring a mini skirt in white!",figma Styles,Max Factory,figma,Figma,"¥6,800","Plastic non-scale articulated figure with stand included. / Outfit materials: Nylon, polyester. / Approximately 135mm in height.","Uniko Enomoto, Max Factory (Masanori Kuroda)",Masaki Apsy,//images.goodsmile.info/cgm/images/product/20231012/15074/122123/large/27db7dcf57e7ee0ae1f0aa7abf6b33e7.jpg,//images.goodsmile.info/cgm/images/product/20231012/15074/122124/large/fcc04d4b8f02eef49b89f083170c2e8a.jpg,//images.goodsmile.info/cgm/images/product/20231012/15074/122125/large/03da71d7ab6f87e30fed7e9a524a2cd2.jpg,//images.goodsmile.info/cgm/images/product/20231012/15074/122126/large/3c54ebe65ca7a2b312f0fa35fe592bc2.jpg
figma Makima,"From the anime series ""Chainsaw Man"" comes a figma of Makima, the Public Safety Special Division 4 leader and devil hunter that reports directly to the Chief Cabinet Secretary! ",Chainsaw Man,Max Factory,figma,Figma,"¥11,000",Painted plastic non-scale articulated figure with stand included. Approximately 150mm in height.,Max Factory (Nobuhiko Asahina),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20231117/15241/123607/large/054a5fdf979cd40c465a198d5020195f.jpg,//images.goodsmile.info/cgm/images/product/20231117/15241/123608/large/a38b602b240ba41d1fb826a6867e1e12.jpg,//images.goodsmile.info/cgm/images/product/20231117/15241/123609/large/e868354bae10359cab808dc94240d807.jpg,//images.goodsmile.info/cgm/images/product/20231117/15241/123610/large/da6e11d7c41f6c42af10ff5cde8ac97e.jpg
figma Giyu Tomioka,"From the anime series ""Demon Slayer: Kimetsu no Yaiba"" comes a figma of Giyu Tomioka! Giyu's distinct haori pattern has been faithfully captured in figma form. ",Demon Slayer: Kimetsu no Yaiba,Max Factory,figma,Figma,"¥12,900",Painted plastic non-scale articulated figure with stand included. Approximately 155mm in height.,Max Factory (Yamaki),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230508/14351/115085/large/d9cdb11c1cf8cb6433a33e141170cb3b.jpg,//images.goodsmile.info/cgm/images/product/20230508/14351/115086/large/b42c9da5142b132fde424636dc58d109.jpg,//images.goodsmile.info/cgm/images/product/20230508/14351/115077/large/2469116fc05e6de60a01579323e19145.jpg,//images.goodsmile.info/cgm/images/product/20230508/14351/115078/large/6082e42e456b6d2e86f5104c99494dec.jpg
figma Femto,"From ""Berserk: The Golden Age Arc - Memorial Edition"" comes a rerelease of the figma of Griffith after he was reincarnated as a member of the God Hand - Femto!",Berserk: The Golden Age Arc - Memorial Edition,FREEing,figma,Figma,"¥15,400",Painted plastic non-scale articulated figure with stand included. Approximately 160mm in height.,MUSHIBUCHI,Max Factory,//images.goodsmile.info/cgm/images/product/20160720/5812/40160/large/c710136f74b9298192ac847ba7c39e87.jpg,//images.goodsmile.info/cgm/images/product/20160720/5812/40161/large/097461985b5e8e5e2d2595bf651376bf.jpg,//images.goodsmile.info/cgm/images/product/20160720/5812/40162/large/00d8fa0133a6e49fde5cc40c04afc803.jpg,//images.goodsmile.info/cgm/images/product/20160720/5812/40163/large/a80fe5c7cb3adbffe65f0b4b8a211e21.jpg
figma Samus Aran: DREAD ver.,"From the Nintendo Switch game ""METROID DREAD"" comes a second release of the figma action figure of the main character, Samus Aran! ",METROID DREAD,Good Smile Company,figma,Figma,"¥12,500",Painted plastic non-scale articulated figure with stand included. Magnets used in some areas. Approximately 160mm in height.,Max Factory (Masu),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20220906/13229/104468/large/0530a95c1be72bd9badefb420de672ec.jpg,//images.goodsmile.info/cgm/images/product/20220906/13229/104469/large/bbc767b7523c64d728325d81bc600ac9.jpg,//images.goodsmile.info/cgm/images/product/20220906/13229/104470/large/33ac875bce321189dc79c67d0d982b08.jpg,//images.goodsmile.info/cgm/images/product/20220906/13229/104471/large/ce2869ec2a7bfc2d088dbac4f9a946be.jpg
figma Yuta Okkotsu,"From ""Jujutsu Kaisen 0"" comes a figma of Yuta Okkotsu! ",Jujutsu Kaisen 0,Good Smile Company,figma,Figma,"¥11,000",Painted plastic non-scale articulated figure with stand included. Approximately 155mm in height.,Max Factory (SF345),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230519/14386/115402/large/6cc4f82bc13496a396df52cc84ed66a7.jpg,//images.goodsmile.info/cgm/images/product/20230519/14386/115403/large/db1ca23af15a4febdb57d7fad8b10424.jpg,//images.goodsmile.info/cgm/images/product/20230519/14386/115404/large/e28a74ce5faa85a5ac9fb46b1394a4e9.jpg,//images.goodsmile.info/cgm/images/product/20230519/14386/115405/large/db6c8b7dc88666225fa2c276a16d1bc5.jpg
chitocerium XXII-tanio atr,"From Masaki Apsy×huke×Good Smile Company's plastic model series ""chitocerium"" comes a rerelease of chitocerium XXII-tanio atr.",chitocerium,Good Smile Company,"Plastic Models
                            , 
                              chitocerium",Other Figure,¥990,PS&ABS assemblable plastic model kit. 1/1 scale. Approximately 30mm in height (excluding stand).,Masaki Apsy,Good Smile Company,//images.goodsmile.info/cgm/images/product/20201007/10189/75636/large/1ff1ff6069b3755b72d6281ae62551f1.jpg,//images.goodsmile.info/cgm/images/product/20201007/10189/75637/large/7defb5953c34dea0f615a612a2176c9d.jpg,//images.goodsmile.info/cgm/images/product/20201007/10189/75638/large/96755964eb47d37f360ae6ccf6832ad0.jpg,//images.goodsmile.info/cgm/images/product/20201007/10189/75639/large/6a94bcc3b2930986aa6120385d93132e.jpg
Infinity Studio 'The Lord of the Rings'  Witch-King of Angmar Life Size Bust,Followed by the Ringwraith Life Size Bust and Sauron Life Size Bust comes the next product in the Magic Matrix series. This Witch-King of Angmar Life Size Bust is a faithful reproduction based on various classic scenes from the film series.,The Lord of the Rings,Infinity Studio,Other Scale,Other Figure,"¥616,000","Resin, PU, metal and LED light complete set with base included. Approximately 1512mm in height.",Shen Zijiang,Zhao Menglong,//images.goodsmile.info/cgm/images/product/20231122/15274/123880/large/346b03f008d95472ff10940b5cf5927b.jpg,//images.goodsmile.info/cgm/images/product/20231122/15274/123881/large/b272784f1d83717bc9c4c03f3d3886e2.jpg,//images.goodsmile.info/cgm/images/product/20231122/15274/123882/large/145f5296812a6b0f2d329c4236f62b08.jpg,//images.goodsmile.info/cgm/images/product/20231122/15274/123883/large/134909044a31df13ad49b6daa88b4da4.jpg
MODEROID Armed Mazinkaiser Go-Valiant,"From the plastic model series ""MODEROID"" comes a rerelease of the plastic model of the armor-equipped Mazinkaiser Go-Valiant! The product includes Mazinkaiser and an armor parts set to equip to it. The armor parts set can also be combined to create the ""Valiant Dagger"" vehicle. ",Mazinkaiser,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥7,200",Assemblable plastic model kit. Not to scale. Approximately 160mm in height when built.,Original Model Production: Sakamoto Yoichi (FLAMETOYS) Design: U-TOM,Sentinel,//images.goodsmile.info/cgm/images/product/20190213/8072/58114/large/3e4988fd76d541d8152b3576b0e58b1d.jpg,//images.goodsmile.info/cgm/images/product/20190213/8072/58115/large/5f907ee811dcfe238d3f48f0353445e3.jpg,//images.goodsmile.info/cgm/images/product/20190213/8072/58116/large/89db9d6406ff2e7cb833ebf78b0c3109.jpg,//images.goodsmile.info/cgm/images/product/20190213/8072/58117/large/0866683ef395bc2b369c644839aa8b8d.jpg
figma Takina Inoue,"From the anime series ""Lycoris Recoil"" comes a figma of Takina Inoue!",Lycoris Recoil,Max Factory,figma,Other Figure,"¥9,800",Painted plastic non-scale articulated figure with stand included. Approximately 150mm in height.,Uniko Enomoto,Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230921/14997/121369/large/f228341f1b8b193d9ebe03784dc5ea35.jpg,//images.goodsmile.info/cgm/images/product/20230921/14997/121370/large/c5b1f2aa3736b6e348d426cc0a9c3e30.jpg,//images.goodsmile.info/cgm/images/product/20230921/14997/121371/large/d575aae244ed16558a968aa7d66637b9.jpg,//images.goodsmile.info/cgm/images/product/20230921/14997/121372/large/fc854a4719f61e30b580ffdd79d3b8f8.jpg
figma Umamusume: Pretty Derby Nice Nature,"From the popular game ""Umamusume: Pretty Derby"" comes a figma of Nice Nature!",Umamusume: Pretty Derby,Max Factory,figma,Other Figure,"¥11,800",Painted plastic non-scale articulated figure with stand included. Approximately 140mm in height.,Max Factory (Maeda),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230809/14800/119661/large/e82f8c768c56a938aeeaea4b2bc08d9d.jpg,//images.goodsmile.info/cgm/images/product/20230809/14800/119662/large/e07f95d2d14d7271635545ed1a855861.jpg,//images.goodsmile.info/cgm/images/product/20230809/14800/119663/large/b92d3b32fd7b4c7e19775abf69c06953.jpg,//images.goodsmile.info/cgm/images/product/20230809/14800/119652/large/e507b375bb760a301dfb08bdcafb9bd4.jpg
Elaina ~My Adventure Diary~,"A new illustration of Elaina, the protagonist of the anime series Wandering Witch:
The Journey of Elaina, has been transformed into a figure!",Wandering Witch: The Journey of Elaina,KADOKAWA Corporation,1/7th Scale,Other Figure,"¥24,200",Painted plastic 1/7 scale complete product with stand included. Approximately 250mm in height.,miro,NIKKEN,//images.goodsmile.info/cgm/images/product/20230424/14305/114668/large/ad38a3c0478010c3dc36ca3e53d78418.jpg,//images.goodsmile.info/cgm/images/product/20230424/14305/114669/large/14c5f592921b0ae5d3d2f56f479b8342.jpg,//images.goodsmile.info/cgm/images/product/20230424/14305/114670/large/d291a3759dab0e929840b3d36d273ecd.jpg,//images.goodsmile.info/cgm/images/product/20230424/14305/114671/large/c35c50b467a370ba01a42ee82d81bdaa.jpg
figma Armed JK: Variant A,"From the military high school girl series “Little Armory” comes unnamed armed JK characters based on the figma Styles format!
Armed JK Variant A features ponytail hair, an armor plate character and high-cut trekking shoes, making for a “protection” style.
Equipped with bulletproof plates on the front and back of the body, a spare magazine for her automatic rifle and a leg holster, it is the perfect setup for challenging missions.
Combine other Armed JK variants for even more fun!",Little Armory x figma Styles,TOMYTEC,figma,Other Figure,"¥7,700",Painted plastic non-scale articulated figure with stand included. Approximately 135mm in height.,Dragoncraft,Max Factory,//images.goodsmile.info/cgm/images/product/20230622/14552/117055/large/8162d2652a518973997e9c42244cb44d.jpg,//images.goodsmile.info/cgm/images/product/20230622/14552/117056/large/3b2bcf572d76b629d2c42bf260ba1d09.jpg,//images.goodsmile.info/cgm/images/product/20230622/14552/117057/large/7546e3491efd20c5ee97a30d70f7d1bd.jpg,//images.goodsmile.info/cgm/images/product/20230622/14552/117058/large/1faf6fd42d2266a2f35633b9416ee7bf.jpg
MODEROID Toybox,"From the anime series ""Knight's & Magic"" comes the first-ever plastic model of Ernesti's Toybox!",Knight's & Magic,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥6,500",Ready-to-assemble plastic model kit. Non-scale. Approximately 140mm in height.,Prototype: Kenichi Miyashita,Design: Well Design,//images.goodsmile.info/cgm/images/product/20230912/14949/120927/large/595c7093efba62619a49f953e258ea99.jpg,//images.goodsmile.info/cgm/images/product/20230912/14949/120928/large/fc5697269cdee95cca92d5588ea5d7e3.jpg,//images.goodsmile.info/cgm/images/product/20230912/14949/120929/large/4cf0a494ce6c12bbb73a06e29be447b7.jpg,//images.goodsmile.info/cgm/images/product/20230912/14949/120930/large/a8219e71879ff0e1ede0d29d12f530b8.jpg
MODEROID Full Power Gridman," 
From the movie ""GRIDMAN UNIVERSE"" comes a plastic model of Full Power Gridman!",SSSS.GRIDMAN,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥7,900",Ready-to-assemble non-scale plastic model kit. Full Power Gridman: Approx. 165mm in height (to top of head). Gridman: Approx. 100mm in height.,Caloan (GOD BRAVE STUDIO),"TEAM NAVEL (UNITEC), Ryo Sakano (dragon studio)",//images.goodsmile.info/cgm/images/product/20220819/13120/102990/large/31cc2d4b688b4561da5a9ae847cd534f.jpg,//images.goodsmile.info/cgm/images/product/20220819/13120/102991/large/754807d18ff0e54016fadd106b8687b2.jpg,//images.goodsmile.info/cgm/images/product/20220819/13120/102992/large/68af6809b8c508f681027e07feca137b.jpg,//images.goodsmile.info/cgm/images/product/20220819/13120/102993/large/eb71222ceaf79f5a68770d35618330c6.jpg
PLAMAX GP-09 Underwear Girl Body Prison Guard Luisa,"From the ""Guilty Princess"" plastic model series by Tony x Max Factory comes Underwear Girl Body Prison Guard Luisa!",Guilty Princess,Max Factory,PLAMAX,Other Figure,"¥5,900",Ready-to-assemble non-scale plastic model kit. Approximately 160mm in height.,Uniko Enomoto/Max Factory (Jun Yamaoka/Nobuhiko Asahina),UNITEC,//images.goodsmile.info/cgm/images/product/20231026/15148/123370/large/3be616caf29483db7b88a58f4075bd66.jpg,//images.goodsmile.info/cgm/images/product/20231026/15148/123371/large/5be003149f5bedcf4aa5e86e72a28d7b.jpg,//images.goodsmile.info/cgm/images/product/20231026/15148/123372/large/284c905fe0a6d1ab8b5b3f63c2ce3e84.jpg,//images.goodsmile.info/cgm/images/product/20231026/15148/123373/large/84837170b26d2c64615a773d7f34c2fc.jpg
figma JSDF Soldier,"From the 1/2 scale model weapon series ""Little Armory"" comes new realisitic military figma action figures!
The first in the series is Japan's Self-Defense Force. The figma is based on the Ground Self-Defense Force Infantry of the 2000s.",Little Armory,TOMYTEC,figma,Other Figure,"¥15,950",Painted plastic non-scale articulated figure with stand included. Little Armory Type 89 PS plastic model kit included. Approximately 160mm in height.,Dragoncraft,Max Factory,//images.goodsmile.info/cgm/images/product/20230322/14141/113181/large/025990926c1a6af38cd3bc2fb7d34fe5.jpg,//images.goodsmile.info/cgm/images/product/20230322/14141/113182/large/d16598b3b58eaaae730537c23f266b71.jpg,//images.goodsmile.info/cgm/images/product/20230322/14141/113183/large/351489bcb311b9ad3f35bc43eb370eca.jpg,//images.goodsmile.info/cgm/images/product/20230322/14141/113184/large/209122709e6826ecf6aa8adb3d4a3d7c.jpg
figma PLUS Armed JK Variant Loadout Set 1,"From the military high school girl series “Little Armory” comes unnamed armed JK characters based on the figma Styles format!
Armed JK Variant Loadout Set 1 is a set of optional parts that can be used with each Armed JK variant.",Little Armory x figma Styles,TOMYTEC,figmaPLUS,Other Figure,"¥5,500",PVC painted optional parts set.,Dragoncraft,Max Factory,//images.goodsmile.info/cgm/images/product/20230622/14551/117037/large/50f8bf6d4c7c514529b7cf5f1644de8a.jpg,//images.goodsmile.info/cgm/images/product/20230622/14551/117038/large/1faf6fd42d2266a2f35633b9416ee7bf.jpg,//images.goodsmile.info/cgm/images/product/20230622/14551/117039/large/0b7c6e7027c0c3b1286215c6aa18c677.jpg,//images.goodsmile.info/cgm/images/product/20230622/14551/117040/large/7fb806bb986ef792eecafa04a4654a7f.jpg
MODEROID Third-generation Seishuusengou Uemon-no-jou Muramasa,"Third-generation Seishuusengou Uemon-no-jou Muramasa from ""FullMetalDaemon MURAMASA"" is making its plastic model debut in the MODEROID series!",FullMetalDaemon MURAMASA,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥8,500",Ready-to-assemble plastic model kit. Non-scale. Approx. 160mm in height (to top of head).,POLY-TOYS,Tetsuo Sakata (HRG),//images.goodsmile.info/cgm/images/product/20230120/13832/110335/large/df82cc82be3edf29d909ce47fa229943.jpg,//images.goodsmile.info/cgm/images/product/20230120/13832/110336/large/d782a6e7742ca6c9cb8a4e47771aea66.jpg,//images.goodsmile.info/cgm/images/product/20230120/13832/110327/large/c1a5acde9dddddb47fb5cb08e10b0bc2.jpg,//images.goodsmile.info/cgm/images/product/20230120/13832/110328/large/d701649f5ceacb230481e0f2ba870183.jpg
figma Chisato Nishikigi ＆ Takina Inoue Set,"From the anime series ""Lycoris Recoil"" comes a figma set of Chisato Nishikigi and Takina Inoue! This figure set also comes with a special bonus!",Lycoris Recoil,Max Factory,figma,Other Figure,"¥19,000",Painted plastic non-scale articulated figure with stand included. Approximately 150mm in height.,Uniko Enomoto,Masaki Apsy,//images.goodsmile.info/cgm/images/product/20230921/14995/121347/large/08bdfbd1ced5284a6853001e6eab1099.jpg,//images.goodsmile.info/cgm/images/product/20230921/14995/121348/large/35a24ce0958ba70fc6f6410ed449ef06.jpg,//images.goodsmile.info/cgm/images/product/20230921/14995/121349/large/d575aae244ed16558a968aa7d66637b9.jpg,//images.goodsmile.info/cgm/images/product/20230921/14995/121350/large/dc5e510cb4920344dbe8e4882a3b42af.jpg
figma LANZE REITER,"From illustrator neco's new series of illustrations ""FALSLANDER"" comes a rerelease of the figma of the black lancer LANZE REITER.",FALSLANDER,Max Factory,figma,Other Figure,"¥9,900",Painted plastic non-scale articulated figure with stand included. Approximately 150mm in height.,Max Factory (Jun Yamaoka),Masaki Apsy,//images.goodsmile.info/cgm/images/product/20200722/9824/72373/large/50f91f827657bbdb156d8a05a341e1be.jpg,//images.goodsmile.info/cgm/images/product/20200722/9824/72374/large/dac029fad5db55fa26270541bef656d6.jpg,//images.goodsmile.info/cgm/images/product/20200722/9824/72375/large/b24199326b4456a8ef6bc4baf9ad53d5.jpg,//images.goodsmile.info/cgm/images/product/20200722/9824/72376/large/d1d6f7597bfa1f535894e74ca6ed9c1f.jpg
Star Guardian Ahri,"From the globally popular esports game ""League of Legends"" comes a scale figure of Star Guardian Ahri!",League of Legends,Good Smile Arts Shanghai,1/7th Scale,Other Figure,"¥29,400",Painted plastic 1/7 scale complete product with stand included. Approximately 370mm in height.,sunny,Shinigami,//images.goodsmile.info/cgm/images/product/20230110/13768/109656/large/cc1b09000966e439d479b40e883d1a7c.jpg,//images.goodsmile.info/cgm/images/product/20230110/13768/109657/large/499c844d0c2db7ed72655aa0189b9ac7.jpg,//images.goodsmile.info/cgm/images/product/20230110/13768/109658/large/d07c7cc3876054c21ba8691e6d70d1ac.jpg,//images.goodsmile.info/cgm/images/product/20230110/13768/109659/large/4fa7dd70f69c0f078cc80862f2722951.jpg
Sabito,"From the anime series ""Demon Slayer: Kimetsu no Yaiba"" comes a 1/7 scale figure of Sabito. Sabito, who appeared at Tanjiro's side during his training, has been captured in figure form forcefully stepping forward and swinging his Nichirin Sword.",Demon Slayer: Kimetsu no Yaiba,Phat!,1/7th Scale,Other Figure,"¥19,800",Painted plastic 1/7 scale complete product with stand included. Approximately 150mm in height.,Muta,Phat!,//images.goodsmile.info/cgm/images/product/20230322/14147/113249/large/381b3f8e08b5dfd66b0d7937f60c935c.jpg,//images.goodsmile.info/cgm/images/product/20230322/14147/113250/large/9b8cba84557209a7b38b7d050c0ea3d0.jpg,//images.goodsmile.info/cgm/images/product/20230322/14147/113251/large/c19ce85edabd092eb4e4e8d46fa24395.jpg,//images.goodsmile.info/cgm/images/product/20230322/14147/113252/large/bb5edaf789771b5db71a5485b46071a8.jpg
MODEROID Hagane,"From ""Daimaju Gekito: Hagane no Oni"" comes a MODEROID plastic model of the Daimaju Hagane!",Daimaju Gekito: Hagane no Oni,Good Smile Company,"Plastic Models
                            , 
                              MODEROID",Other Figure,"¥9,900",Ready-to-assemble plastic model kit. Non-scale. Approximately 175mm in height.,Liquid Stone,Aran Moriguchi,//images.goodsmile.info/cgm/images/product/20231226/15404/125248/large/bcc4f30621749de56b02f25e448815ef.jpg,//images.goodsmile.info/cgm/images/product/20231226/15404/125249/large/daf3727ebca0e9a58b47f07c67bc0258.jpg,//images.goodsmile.info/cgm/images/product/20231226/15404/125250/large/49722154f3822054b729b80a58415ec3.jpg,//images.goodsmile.info/cgm/images/product/20231226/15404/125251/large/3e6718b8166348d2c099d7afb6ac0828.jpg
