product_name,product_description,series,manufacturer,category,tab_category,price,specification,sculptor,cooperation,image1,image2,image3,image4
Nendoroid Nino Nakano: Wedding Dress Ver.,"From the anime special ""The Quintessential Quintuplets ∽"" comes a Nendoroid of Nino Nakano in her wedding dress outfit!",The Quintessential Quintuplets ∽,Good Smile Company,Nendoroid,Nendroid,"¥6,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Design COCO,Nendoron,//images.goodsmile.info/cgm/images/product/20231212/15354/124841/large/f5c34d3e09a5cda3dc08248b4e6a0f0d.jpg,//images.goodsmile.info/cgm/images/product/20231212/15354/124842/large/33c64cc5d2ee9b613dfeddaf47f32eae.jpg,//images.goodsmile.info/cgm/images/product/20231212/15354/124843/large/b9418b49e21316474e8cb544bdd4167c.jpg,//images.goodsmile.info/cgm/images/product/20231212/15354/124844/large/77f00d4a803c6dc034bbca746276ea26.jpg
Nendoroid Phantom Thief Jeanne,"From the anime ""Phantom Thief Jeanne"" comes a Nendoroid of Phantom Thief Jeanne!",Phantom Thief Jeanne,Good Smile Company,Nendoroid,Nendroid,"¥7,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,TuZi (GSAS),Nendoron,//images.goodsmile.info/cgm/images/product/20231221/15361/124833/large/3e460951c89e0d09c754aea124eb6008.jpg,//images.goodsmile.info/cgm/images/product/20231221/15361/124834/large/429d220a6e22644014e052e88f0226d7.jpg,//images.goodsmile.info/cgm/images/product/20231221/15361/124835/large/1e7f19a7ffde12dca76314a26f872fb9.jpg,//images.goodsmile.info/cgm/images/product/20231221/15361/124836/large/108bd34b7e2168f8ebefda94af1daafd.jpg
Nendoroid Doctor,"From the popular smartphone game ""Arknights"" comes a rerelease of the Nendoroid of the commander of Rhodes Island, the Doctor! Optional parts include a bag used during recruitment, bag effect parts, an electric kettle, effect stickers for conveying the Doctor's emotions, LMD, an Originite Prime and an Originium Slug. Be sure to add Nendoroid Doctor to your collection, and display them with your Operator Nendoroids!",Arknights,Good Smile Arts Shanghai,Nendoroid,Nendroid,"¥6,500",Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,Mo Buran,Nendoron,//images.goodsmile.info/cgm/images/product/20210916/11793/89989/large/e02fad67d9771be3f7273eccd19edfb2.jpg,//images.goodsmile.info/cgm/images/product/20210916/11793/89990/large/557559b9da34de978c2cfdf0c507b6a0.jpg,//images.goodsmile.info/cgm/images/product/20210916/11793/89991/large/22f0a6f2891b082e648819160c721c0d.jpg,//images.goodsmile.info/cgm/images/product/20210916/11793/89992/large/239dad077f7e1df6fc744e1d68f8e335.jpg
Nendoroid Frieren,"From the anime ""Frieren: Beyond Journey's End"" comes a Nendoroid of Frieren!",Frieren: Beyond Journey's End,Good Smile Company,Nendoroid,Nendroid,"¥6,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Pumpkin,Nendoron,//images.goodsmile.info/cgm/images/product/20231225/15397/125171/large/86e3d293107d41fe92692045d34fd1e8.jpg,//images.goodsmile.info/cgm/images/product/20231225/15397/125172/large/6fc0288cc1f93f16f2a95960a8f4bc0d.jpg,//images.goodsmile.info/cgm/images/product/20231225/15397/125173/large/1dfeee39cdee0ef955a8be5d3df8ece7.jpg,//images.goodsmile.info/cgm/images/product/20231225/15397/125174/large/fd72503fbc3c5c83e899391c3fc9dcf7.jpg
Nendoroid Fern,"From the anime ""Frieren: Beyond Journey's End"" comes a Nendoroid of Fern!",Frieren: Beyond Journey's End,Good Smile Company,Nendoroid,Nendroid,"¥5,900",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Semi,Nendoron,//images.goodsmile.info/cgm/images/product/20231225/15398/125181/large/cc5b5ec27d4618b7c9f5704779e6d9ef.jpg,//images.goodsmile.info/cgm/images/product/20231225/15398/125182/large/66af48f4d8990c5c4f812b6535333ba5.jpg,//images.goodsmile.info/cgm/images/product/20231225/15398/125183/large/c81d39de44e82dfb081f6ab98a95616e.jpg,//images.goodsmile.info/cgm/images/product/20231225/15398/125184/large/9d48e75e788ec89f083989b1ffde48a4.jpg
Nendoroid Jinshi,"From the popular mystery series set in the middle ages of the East, ""The Apothecary Diaries"", comes a Nendoroid of the beautiful Jinshi!",The Apothecary Diaries,Good Smile Company,Nendoroid,Nendroid,"¥6,200",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Nendoron,//images.goodsmile.info/cgm/images/product/20231222/15384/125054/large/bf9af6cef5c42b29a47e247f1767c417.jpg,//images.goodsmile.info/cgm/images/product/20231222/15384/125055/large/fb69aed8c73d192d20f0f5afd9dd7bd6.jpg,//images.goodsmile.info/cgm/images/product/20231222/15384/125056/large/277c7f570ad1e164d843f6173d93af3d.jpg,//images.goodsmile.info/cgm/images/product/20231222/15384/125057/large/2fa139ca8eae076bebc003017dadd7db.jpg
Nendoroid Doll Rikka Takarada,"From the anime ""SSSS.GRIDMAN"" comes a Nendoroid Doll of the heroine Rikka Takarada in her usual outfit! The Nendoroid Doll series of palm-sized action figures feature the same heads as standard Nendoroids, but alternate doll-like bodies that are highly articulated and can easily be dressed-up into different outfits! Be sure to add her to your collection!",SSSS.GRIDMAN,Good Smile Company,Nendoroid Doll,Nendroid,"¥9,000","Painted non-scale articulated doll made with cloth, magnets and plastic with stand included. Approximately 140mm in height.",Shichibee (Matsuda Model),"Sawada Koubou, Nendoron",//images.goodsmile.info/cgm/images/product/20231225/15401/125207/large/060d1213adc455ca47722c072be2a5c2.jpg,//images.goodsmile.info/cgm/images/product/20231225/15401/125208/large/bf9b22100ddcc17f50a1ef5dc39daed0.jpg,//images.goodsmile.info/cgm/images/product/20231225/15401/125209/large/508dd00f571f8a3f0f92e7c86cc992a5.jpg,//images.goodsmile.info/cgm/images/product/20231225/15401/125210/large/1d85a4d96499c56a0b62bd24c58a6207.jpg
Nendoroid Doll Outfit Set: Rikka Takarada,An outfit set of Rikka Takarada's outfit.,SSSS.GRIDMAN,Good Smile Company,Nendoroid Doll,Nendroid,"¥4,800","Cloth, magnets and plastic complete painted product.",Shichibee (Matsuda Model),"Sawada Koubou, Nendoron",//images.goodsmile.info/cgm/images/product/20231226/15403/125239/large/f45bb709a0244194ff921bdb4840587f.jpg,//images.goodsmile.info/cgm/images/product/20231226/15403/125240/large/acbf5a4b3b0d64b27cf193b606e5ecb5.jpg,//images.goodsmile.info/cgm/images/product/20231226/15403/125241/large/060d1213adc455ca47722c072be2a5c2.jpg,//images.goodsmile.info/cgm/images/product/20231226/15403/125242/large/bf9b22100ddcc17f50a1ef5dc39daed0.jpg
Nendoroid Bond Forger,"From the anime ""SPY x FAMILY"" comes a Nendoroid of the Forger family's beloved pet dog, Bond!",SPY x FAMILY,Good Smile Company,Nendoroid,Nendroid,"¥6,500",Painted plastic non-scale articulated figure with stand included. Approximately 60mm in height.,Shichibee (Matsuda Model),Nendoron,//images.goodsmile.info/cgm/images/product/20231127/15286/124003/large/d8ee97e001b28584c5f0ae85946cfbd4.jpg,//images.goodsmile.info/cgm/images/product/20231127/15286/124004/large/953858fa35dbd3fa88d1fa4582933f4a.jpg,//images.goodsmile.info/cgm/images/product/20231127/15286/124005/large/587925df4591eb7c5bde6f9df42b932a.jpg,//images.goodsmile.info/cgm/images/product/20231127/15286/124006/large/952b13a9fe9e1120dd6adac9bf2db8e6.jpg
Nendoroid Mia Luna Tearmoon,"From the anime ""Tearmoon Empire"" comes a Nendoroid of the main character Princess Mia!",Tearmoon Empire,Good Smile Company,Nendoroid,Nendroid,"¥6,600",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,toytec D.T.C,Nendoron,//images.goodsmile.info/cgm/images/product/20231225/15400/125199/large/07523ea2440c434a9fc009b881eacd8c.jpg,//images.goodsmile.info/cgm/images/product/20231225/15400/125200/large/c1809c5bdb584f1454f90c33489f6a9d.jpg,//images.goodsmile.info/cgm/images/product/20231225/15400/125201/large/d53085a08b0408bdc930c357d6b7b5eb.jpg,//images.goodsmile.info/cgm/images/product/20231225/15400/125202/large/c0c8b84bb515ce8be8c7a63a34b68214.jpg
Nendoroid Noriko Takaya,"From the legendary anime ""Gunbuster"", which is celebrating its 35th anniversary, comes a Nendoroid of Noriko Takaya!",Gunbuster,Good Smile Company,Nendoroid,Nendroid,"¥6,200",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Udono Kazuyoshi,Nendoron,//images.goodsmile.info/cgm/images/product/20231225/15402/125218/large/be898bfae2bcf37e446c028b3bb0805d.jpg,//images.goodsmile.info/cgm/images/product/20231225/15402/125219/large/714091ba951e1203d3e583b9adfd83f2.jpg,//images.goodsmile.info/cgm/images/product/20231225/15402/125220/large/ac505d38282888ee2218bff56230c5e3.jpg,//images.goodsmile.info/cgm/images/product/20231225/15402/125221/large/ccb492d658fb8ad9eaa3a6833b615d89.jpg
Nendoroid Ruri Hoshino,"From the anime series ""Martian Successor Nadesico"" comes a Nendoroid of Ruri Hoshino! ",Martian Successor Nadesico,Good Smile Company,Nendoroid,Nendroid,"¥5,900",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Hidetoshi Nishibu,Nendoron,//images.goodsmile.info/cgm/images/product/20231211/15339/124550/large/1de500c143704138d7e6a89b943d057c.jpg,//images.goodsmile.info/cgm/images/product/20231211/15339/124551/large/adefbf06e3ba3e14b31d27a2401e7b2d.jpg,//images.goodsmile.info/cgm/images/product/20231211/15339/124552/large/cf2afceb18faf82887c50c101d3ea231.jpg,//images.goodsmile.info/cgm/images/product/20231211/15339/124553/large/fab6c12fbfbb5eaa5e66c141ac86ae2e.jpg
Nendoroid Momo Belia Deviluke,"From ""To Love-Ru Darkness"" comes a Nendoroid of Momo Belia Deviluke!",To Love-Ru Darkness,Good Smile Company,Nendoroid,Nendroid,"¥6,900",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,toytec D.T.C,Nendoron,//images.goodsmile.info/cgm/images/product/20231211/15340/124558/large/e7ab5a8bd4f73f325b28d48beffbcee0.jpg,//images.goodsmile.info/cgm/images/product/20231211/15340/124559/large/d5ced6e55f6217ef046a7da87075d299.jpg,//images.goodsmile.info/cgm/images/product/20231211/15340/124560/large/c1c7b02660881db90bf40066760d329f.jpg,//images.goodsmile.info/cgm/images/product/20231211/15340/124561/large/e13c53735b8e2b5f6204b00f0e302937.jpg
Nendoroid Ikki,"From the romance adventure game ""Amnesia"" comes a Nendoroid of the heroine's senior at her part-time job, Ikki!",Amnesia,ORANGE ROUGE,Nendoroid,Nendroid,"¥6,800",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Semi,Nendoron,//images.goodsmile.info/cgm/images/product/20231212/15351/124695/large/d2039cc1dd93842a7077baa206613879.jpg,//images.goodsmile.info/cgm/images/product/20231212/15351/124696/large/a509d6902b325d3b161fe7664f36a00d.jpg,//images.goodsmile.info/cgm/images/product/20231212/15351/124699/large/ea116ced148dc737552cf245daccf0c3.jpg,//images.goodsmile.info/cgm/images/product/20231212/15351/124698/large/9efbe5aa855f61ad978855ce2d7efc69.jpg
Nendoroid Ninomae Ina’nis DX,"From the popular virtual YouTube group ""hololive production"" comes a Nendoroid of hololive English -Myth- VTuber Ninomae Ina’nis!",hololive production,Max Factory,Nendoroid,Nendroid,"¥9,900",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Max Factory (Maeda),Nendoron,//images.goodsmile.info/cgm/images/product/20231212/15352/124703/large/c92014fa26a7bd5cf1492699f30b79b5.jpg,//images.goodsmile.info/cgm/images/product/20231212/15352/124704/large/6fd9535d5e45e1b8a9ce59dd296f3016.jpg,//images.goodsmile.info/cgm/images/product/20231212/15352/124705/large/bef02d387e8f5d42bc629e4908da9492.jpg,//images.goodsmile.info/cgm/images/product/20231212/15352/124706/large/df39d47d767834225cd4e8188fb5e60c.jpg
Nendoroid Ninomae Ina’nis,"From the popular virtual YouTube group ""hololive production"" comes a Nendoroid of hololive English -Myth- VTuber Ninomae Ina’nis!",hololive production,Max Factory,Nendoroid,Nendroid,"¥6,900",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Max Factory (Maeda),Nendoron,//images.goodsmile.info/cgm/images/product/20231212/15353/124717/large/71dea18c83e8a8677323c672aba2d5ef.jpg,//images.goodsmile.info/cgm/images/product/20231212/15353/124718/large/05b1b10185f5053865b632972b7adea5.jpg,//images.goodsmile.info/cgm/images/product/20231212/15353/124719/large/39ef32637e4b80be733ff5d63ba584d1.jpg,//images.goodsmile.info/cgm/images/product/20231212/15353/124720/large/d7a9dbf25900f41978443a2ccc9b5505.jpg
Nendoroid Ichika Nakano: Wedding Dress Ver.,"From the anime special ""The Quintessential Quintuplets ∽"" comes a Nendoroid of Ichika Nakano in her wedding dress outfit! ",The Quintessential Quintuplets ∽,Good Smile Company,Nendoroid,Nendroid,"¥6,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Takeuchi Kenkyusei,Nendoron,//images.goodsmile.info/cgm/images/product/20231211/15335/124506/large/4f865ce8b248952f564e7c355d9e5813.jpg,//images.goodsmile.info/cgm/images/product/20231211/15335/124507/large/ceddcc299d1915cd3b489ec2e60f1758.jpg,//images.goodsmile.info/cgm/images/product/20231211/15335/124508/large/3e8a79373c41ca329cebb5daa328c201.jpg,//images.goodsmile.info/cgm/images/product/20231211/15335/124509/large/af06ddedb382bc2c440dc4f63b4dd588.jpg
Nendoroid Endeavor,"From the anime series ""My Hero Academia"" comes a Nendoroid of the current No. 1,  Flame Hero: Endeavor!",My Hero Academia,Good Smile Company,Nendoroid,Nendroid,"¥9,400",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Shichibee (Matsuda Model),Nendoron,//images.goodsmile.info/cgm/images/product/20231212/15347/124641/large/077135a4e98c7ba29c5233b0c8dd7fcd.jpg,//images.goodsmile.info/cgm/images/product/20231212/15347/124642/large/e4c6b5bee8cece8a4812240ea8d73e00.jpg,//images.goodsmile.info/cgm/images/product/20231212/15347/124643/large/2595004a20d4a6b534c17c08ede8e854.jpg,//images.goodsmile.info/cgm/images/product/20231212/15347/124644/large/19c9678b5638715d4cb4f0977e4f1f90.jpg
Nendoroid Sora Kasugano,"From the anime ""Yosuga no Sora"" comes a Nendoroid of Sora Kasugano! ",Yosuga no Sora,Good Smile Arts Shanghai,Nendoroid,Nendroid,"¥6,800",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,LU,Nendoron,//images.goodsmile.info/cgm/images/product/20231212/15348/124649/large/c60bf58642f8d27579988c967a9125c3.jpg,//images.goodsmile.info/cgm/images/product/20231212/15348/124650/large/fb466404087a24c62cdc4bc8f94c982c.jpg,//images.goodsmile.info/cgm/images/product/20231212/15348/124651/large/cbf4ff807ed685b4eed99b62498fc8e3.jpg,//images.goodsmile.info/cgm/images/product/20231212/15348/124652/large/8652624362e52a062b37efe88b5357a0.jpg
Nendoroid Nanao Hibiya,"From the anime ""Reign of the Seven Spellblades"" comes a Nendoroid of Nanao Hibiya, a samurai girl from the East!",Reign of the Seven Spellblades,Good Smile Company,Nendoroid,Nendroid,"¥7,600",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Nendoron,//images.goodsmile.info/cgm/images/product/20231211/15336/124521/large/9a8d68379c34285348af97c4ade6fc0b.jpg,//images.goodsmile.info/cgm/images/product/20231211/15336/124514/large/4a756945d4d7b4fd0498b2d6c5789e1a.jpg,//images.goodsmile.info/cgm/images/product/20231211/15336/124515/large/9cf8d8b315d5d958b6432c2393ddb1d5.jpg,//images.goodsmile.info/cgm/images/product/20231211/15336/124516/large/aef0611acfb182d0a87709042d39c29f.jpg
Nendoroid Ranni,"From the popular action RPG ""ELDEN RING"" comes a Nendoroid of Ranni the Witch! ",ELDEN RING,Max Factory,Nendoroid,Nendroid,"¥7,800",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height (not including hat).,Sao Nakai,Nendoron,//images.goodsmile.info/cgm/images/product/20231212/15349/125328/large/9b034d74a26bb79ec9316f758a124231.jpg,//images.goodsmile.info/cgm/images/product/20231212/15349/125329/large/aef9be469049705549ce6f0c594f7221.jpg,//images.goodsmile.info/cgm/images/product/20231212/15349/125331/large/dbb51511e324540ca6f30353c8fef558.jpg,//images.goodsmile.info/cgm/images/product/20231212/15349/125330/large/766fa95b42aadb49655372f2cf3c439d.jpg
Nendoroid Kikuri Hiroi,"From ""Bocchi the Rock!"" comes a Nendoroid of Kikuri Hiroi, the bassist and vocalist of SICK HACK!",Bocchi the Rock!,Good Smile Company,Nendoroid,Nendroid,"¥5,800",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Udono Kazuyoshi,Nendoron,//images.goodsmile.info/cgm/images/product/20231204/15315/124341/large/ef9ebc0aaffc16be9eea0100307e2cb2.jpg,//images.goodsmile.info/cgm/images/product/20231204/15315/124342/large/96d919cd256ad327a9a1889f4a7f3326.jpg,//images.goodsmile.info/cgm/images/product/20231204/15315/124343/large/38d24c6b322699caacd4ec04857fbfe1.jpg,//images.goodsmile.info/cgm/images/product/20231204/15315/124344/large/eb63fe64fb78601b7fdc217fcdc64075.jpg
Nendoroid Marty McFly,"From the movie ""Back to the Future"" comes a Nendoroid of the protagonist Marty McFly!",Back to the Future,1000Toys,Nendoroid,Nendroid,"¥5,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,CtrlZ,Nendoron,//images.goodsmile.info/cgm/images/product/20231201/15306/124246/large/b7477ba7107e04222f09457767873492.jpg,//images.goodsmile.info/cgm/images/product/20231201/15306/124247/large/905f82352aeee808db650d606c2e3700.jpg,//images.goodsmile.info/cgm/images/product/20231201/15306/124248/large/2c8ae6a66398812d6803fc1bcf56b806.jpg,//images.goodsmile.info/cgm/images/product/20231201/15306/124249/large/b33a2c6636e6d18b6122c40703929072.jpg
Nendoroid Doc (Emmett Brown),"From the movie ""Back to the Future"" comes a Nendoroid of 1955 Dr. Emmett Lathrop Brown, aka Doc!",Back to the Future,1000Toys,Nendoroid,Nendroid,"¥5,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,CtrlZ,Nendoron,//images.goodsmile.info/cgm/images/product/20231201/15307/124259/large/847cb6dd05ada5b0a9f33dcdc3a3c343.jpg,//images.goodsmile.info/cgm/images/product/20231201/15307/124260/large/39be8d1e8a6e72fbcabcf149dc3f76bc.jpg,//images.goodsmile.info/cgm/images/product/20231201/15307/124261/large/3dce6c2dbd14202ae15b04c71f7df26e.jpg,//images.goodsmile.info/cgm/images/product/20231201/15307/124262/large/dc305983350d02d4cc27604afac824bc.jpg
Nendoroid Yahagi Kai Ni,"From the anime ""KanColle"" comes a Nendoroid of Yahagi Kai Ni!",KanColle Season 2: Let's Meet at Sea,Good Smile Company,Nendoroid,Nendroid,"¥9,800",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Shichibee (Matsuda Model),Nendoron,//images.goodsmile.info/cgm/images/product/20231201/15300/124185/large/509aa86f48c4ba1e7d8eb51f4d940b86.jpg,//images.goodsmile.info/cgm/images/product/20231201/15300/124186/large/6e79afe363ad7905341afc2b3c80074d.jpg,//images.goodsmile.info/cgm/images/product/20231201/15300/124187/large/1a207f007882886dc3c0b62808d04611.jpg,//images.goodsmile.info/cgm/images/product/20231201/15300/124188/large/b8d2eaaa2d2e1f8ce64e05fc65f70eba.jpg
Nendoroid Raven,"From the ""romance x detective x adventure"" game Tears of Themis comes a Nendoroid of Luke Pearce.",Tears of Themis,Good Smile Company,Nendoroid,Nendroid,"¥6,200",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,toytec D.T.C,Nendoron,//images.goodsmile.info/cgm/images/product/20231127/15285/123993/large/6ceea7d16c6b44cccdf89e4d2f4dd3db.jpg,//images.goodsmile.info/cgm/images/product/20231127/15285/123994/large/8058ac71d6a3d9576dde2df0b4822d4b.jpg,//images.goodsmile.info/cgm/images/product/20231127/15285/123995/large/3b60e5f1793c0f897ff091455b81c58c.jpg,//images.goodsmile.info/cgm/images/product/20231127/15285/123996/large/40d87c9dce6d9aaa4e8f2a9a26c9c02e.jpg
Nendoroid Tamaki Yotsuba,"From the smart phone game ""IDOLiSH7"" comes a rerelease of the Nendoroid of the lethargic yet considerate Tamaki Yotsuba!",Idolish7,ORANGE ROUGE,Nendoroid,Nendroid,"¥5,600",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Shichibee,Nendoroid,//images.goodsmile.info/cgm/images/product/20180424/7240/51712/large/ca54e15193603f2dc58e388cf28249cd.jpg,//images.goodsmile.info/cgm/images/product/20180424/7240/51713/large/70e8cf401697e7ca2101ee37c8c47faa.jpg,//images.goodsmile.info/cgm/images/product/20180424/7240/51714/large/f3d92f97ed473791bcb760680616c12e.jpg,//images.goodsmile.info/cgm/images/product/20180424/7240/51715/large/6d3940d078591e4f5ed737d6a26758ab.jpg
Nendoroid Sogo Osaka,"From the smartphone game ""IDOLiSH7"" comes a rerelease of the Nendoroid of the considerate young idol, Sogo Osaka! He comes with three face plates including a cool and composed standard face, a smiling face with a bit of a dangerous air as well as a smiling face with closed eyes.",IDOLiSH7,ORANGE ROUGE,Nendoroid,Nendroid,"¥5,600",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Shichibee,Nendoron,//images.goodsmile.info/cgm/images/product/20180402/7175/51173/large/20bc0032d9b3810e92bfd385873e73ca.jpg,//images.goodsmile.info/cgm/images/product/20180402/7175/51174/large/327aad2380c1881d4d3dfb7fbe59a578.jpg,//images.goodsmile.info/cgm/images/product/20180402/7175/51175/large/1796ff73551289aea51c8b82d9b9886f.jpg,//images.goodsmile.info/cgm/images/product/20180402/7175/51176/large/cfdbb5fe1eea606869a09fede15e585e.jpg
Nendoroid Riku Nanase,"From the smartphone game ""IDOLiSH7"" comes a rerelease of the Nendoroid of IDOLiSH7'S center, Riku Nanase! He comes with three face plates including his standard expression, a winking expression and a smiling expression. ",IDOLiSH7,ORANGE ROUGE,Nendoroid,Nendroid,"¥5,600",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Shichibee,Nendoron,//images.goodsmile.info/cgm/images/product/20181106/7778/55748/large/7c51506cb86337077ae2ed7374cf86ce.jpg,//images.goodsmile.info/cgm/images/product/20181106/7778/55749/large/19e73331311433c4fc68059b9232fb8d.jpg,//images.goodsmile.info/cgm/images/product/20181106/7778/55750/large/f4dfbe09519405879c096754193074ff.jpg,//images.goodsmile.info/cgm/images/product/20181106/7778/55751/large/22029d19a693e8c1363bcaaaab374325.jpg
Nendoroid Tenn Kujo,"From the smartphone game ""IDOLiSH7"" comes a rerelease of the Nendoroid of TRIGGER's center, Tenn Kujo! He comes with three face plates including his composed standard expression, his angelic winking expression and the blusing expression he sometimes shows in the game! ",IDOLiSH7,ORANGE ROUGE,Nendoroid,Nendroid,"¥5,600",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,KAMUI (Good Smile Shanghai),Nendoron,//images.goodsmile.info/cgm/images/product/20181019/7726/55324/large/681aaea4c1493f7c5177f14109769ce8.jpg,//images.goodsmile.info/cgm/images/product/20181019/7726/55327/large/83f79e0cfba63b204fa36b08db265538.jpg,//images.goodsmile.info/cgm/images/product/20181019/7726/55328/large/20a6d10898fe1e3dadb88865f3c505ec.jpg,//images.goodsmile.info/cgm/images/product/20181019/7726/55325/large/dca2d7fa79117f406400417be781c7f7.jpg
Nendoroid Doll Chinese-Style Panda Hot Pot: Star Anise,"The Nendoroid Doll series of palm-sized action figures feature the same heads as standard Nendoroids, but alternate doll-like bodies that are highly articulated and can easily be dressed-up into different outfits! The original character ""Star Anise"" is a fiery girl with a design based on a giant panda theme and incorporates hot pot elements as well! Display her with the adorable boy Laurier from the same series for more even more fun! The head part of the Nendoroid can easily be switched with previously released Nendoroids allowing you to dress-up your favorite characters in an all new outfit!",Nendoroid Doll,Good Smile Arts Shanghai,Nendoroid Doll,Nendroid,"¥9,800","Painted non-scale articulated figure made with cloth, magnets and plastic with stand included. Approximately 140mm in height.",genm,"Nendoron, Sawada Koubou",//images.goodsmile.info/cgm/images/product/20231204/15309/124273/large/25f984b460e29bfcf6f518ede24d82fc.jpg,//images.goodsmile.info/cgm/images/product/20231204/15309/124274/large/21e3279014f01bf5cd9d2a3a45cb8e88.jpg,//images.goodsmile.info/cgm/images/product/20231204/15309/124275/large/6217faf318946de3e5c51b09a5f85fc3.jpg,//images.goodsmile.info/cgm/images/product/20231204/15309/124276/large/ed2ad32bbced5f38876c645ea51d88c4.jpg
Nendoroid Doll Outfit Set: Chinese-Style Panda Hot Pot - Star Anise,Presenting an outfit set of the outfit included with Nendoroid Doll Chinese-Style Panda Hot Pot: Star Anise! ,Nendoroid Doll,Good Smile Arts Shanghai,Nendoroid Doll,Nendroid,"¥5,500","Cloth, magnets, alloy and plastic complete painted product.",genm,DELUSION ANIME,//images.goodsmile.info/cgm/images/product/20231204/15310/124286/large/643a1ed6f4d7c4044189e458d435ead9.jpg,//images.goodsmile.info/cgm/images/product/20231204/15310/124287/large/daf1eef0e4cc5670bb5c12c05d8e0365.jpg,//images.goodsmile.info/cgm/images/product/20231204/15310/124288/large/25f984b460e29bfcf6f518ede24d82fc.jpg,//images.goodsmile.info/cgm/images/product/20231204/15310/124289/large/21e3279014f01bf5cd9d2a3a45cb8e88.jpg
Nendoroid Doll Chinese-Style Panda Mahjong: Laurier,"The Nendoroid Doll series of palm-sized action figures feature the same heads as standard Nendoroids, but alternate doll-like bodies that are highly articulated and can easily be dressed-up into different outfits! The original character ""Laurier"" is a gentle boy with a design based on a giant panda theme and incorporates mahjong elements as well! Display him with the adorable girl Star Anise from the same series for more even more fun! The head part of the Nendoroid can easily be switched with previously released Nendoroids allowing you to dress-up your favorite characters in an all new outfit!",Nendoroid Doll,Good Smile Arts Shanghai,Nendoroid Doll,Nendroid,"¥9,800","Painted non-scale articulated figure made with cloth, magnets and plastic with stand included. Approximately 140mm in height.",genm,"Nendoron, Sawada Koubou",//images.goodsmile.info/cgm/images/product/20231204/15311/124295/large/46661ffe74e4f33965dab0466c9d4037.jpg,//images.goodsmile.info/cgm/images/product/20231204/15311/124296/large/b5e22d4f04c95c35452be3dd476136c2.jpg,//images.goodsmile.info/cgm/images/product/20231204/15311/124297/large/73211bbfb44cc67ad8bf157d2037c3cc.jpg,//images.goodsmile.info/cgm/images/product/20231204/15311/124298/large/f86ba020f1e6ced0f8a84f36f7b531ae.jpg
Nendoroid Doll Outfit Set: Chinese-Style Panda Mahjong - Laurier,Presenting an outfit set of the outfit included with Nendoroid Doll Chinese-Style Panda Mahjong: Laurier!,Nendoroid Doll,Good Smile Arts Shanghai,Nendoroid Doll,Nendroid,"¥5,500","Cloth, magnets, alloy and plastic complete painted product.",genm,DELUSION ANIME,//images.goodsmile.info/cgm/images/product/20231204/15312/124308/large/08de274077fdf93ec3217bb24149789c.jpg,//images.goodsmile.info/cgm/images/product/20231204/15312/124309/large/b9e8b69ad403e67f37eb6b100a74976d.jpg,//images.goodsmile.info/cgm/images/product/20231204/15312/124310/large/46661ffe74e4f33965dab0466c9d4037.jpg,//images.goodsmile.info/cgm/images/product/20231204/15312/124311/large/b5e22d4f04c95c35452be3dd476136c2.jpg
